qc,cargos,total,20,40,70,100,200,400,700,1000,1500,2000
100136,39,42,143,244,391,506,917,1949,3207,4995,7152,8956
101005,305,661,156,246,415,504,948,1961,3239,4953,6766,9316
101410,23,27,141,228,362,480,890,1866,3237,4846,6877,9231
206410,106,221,159,238,384,489,895,1875,3170,4838,6975,9348
215304,220,570,172,296,413,539,960,2026,3358,5235,6851,9416
231303,215,622,159,241,370,500,934,1954,3221,4931,6715,9264
300400,93,189,155,234,385,504,891,1903,3132,4808,6858,9283
300401,192,392,156,238,393,491,928,1925,3159,4910,7067,9242
302401,66,120,156,240,354,497,900,1871,3080,4898,6875,9272
500311,263,675,154,254,383,519,962,1941,3208,4920,6946,9575
500312,263,675,169,247,379,543,944,1992,3495,4709,6637,9213
524311,306,765,161,266,379,532,942,1999,3231,4991,7061,9686
609420,100,198,156,243,369,486,911,1895,3162,4875,6905,9259
615320,169,454,149,227,372,501,912,1893,3211,5013,7212,9388
618322,144,503,178,239,384,508,932,1944,3164,4947,6714,9164
619321,140,503,153,243,366,516,917,1945,3269,5010,6976,9163
627320,148,540,154,257,403,516,934,2006,3314,5081,7522,9011
651321,128,189,155,264,402,496,941,1963,3336,5041,7405,9681
656320,62,363,175,226,371,483,900,1868,3197,5058,7086,9398
702311,242,599,665,639,705,942,1524,2902,4301,6185,7753,10098
710312,228,1496,168,242,404,529,954,1996,3237,4861,6728,9102
725310,119,164,154,237,380,486,920,1872,3104,4860,6957,9190
726400,81,184,176,248,389,530,950,1969,3294,5097,7314,9390
727310,44,284,162,263,364,483,922,1949,3206,4722,6795,9222
728400,81,184,156,225,365,494,890,1926,3124,4974,7280,9375
739310,77,479,177,245,383,509,914,1962,3096,4722,6753,9032
741311,216,694,152,274,395,491,929,1938,3240,4871,6972,9572
746312,336,1017,163,265,381,549,986,2005,3327,5170,7201,9448
753310,68,126,153,254,396,522,936,1993,3262,5166,6689,9404
757311,174,611,191,274,403,543,944,2084,3359,5263,6960,9230
762314,189,663,170,332,379,503,933,1918,3163,4977,6872,9668
903311,86,199,154,231,404,497,890,1910,3180,4843,6950,9346
929401,100,165,171,232,365,523,931,1982,3284,5005,7362,9279
950401,120,174,159,250,393,520,928,1993,3235,5076,7282,10060
1108400,55,85,157,250,398,515,968,2048,3458,4703,6727,9575
1112401,103,126,147,237,388,485,894,1880,3165,4837,6873,9270
1115310,151,275,165,238,374,506,890,1857,3131,4904,6891,9201
1116310,149,337,153,250,405,512,910,1922,3249,4953,6903,9434
1450311,181,294,162,260,372,504,930,1937,3225,4988,7084,8974
1453311,199,314,158,283,386,523,971,2022,3360,5126,7232,9894
1460312,547,1479,176,260,390,568,969,2049,3305,4989,6839,9018
1460313,547,1479,181,263,432,544,1003,2035,3162,4834,6786,9431
1470310,24,26,140,225,348,481,879,1861,3091,4711,6824,8996
1501402,21,48,165,224,348,487,871,1869,3092,4784,6873,9581
2203310,116,280,160,235,461,489,875,1910,3079,4711,6789,9051
2204003,145,436,158,241,403,522,895,1959,3225,4880,6661,9254
2205400,12,41,141,232,390,469,901,1890,3186,5038,7107,9146
2206000,59,72,143,256,367,489,896,1864,3150,4822,6892,9466
2219311,87,220,165,242,365,522,950,1951,3295,5009,7484,9567
2304310,88,472,154,250,365,517,903,1915,3211,4905,6965,9384
2522135,178,224,150,244,356,494,902,1890,3115,4819,6928,9153
2584120,40,42,148,256,380,493,879,1969,3215,4931,7293,9284
2587150,46,46,144,274,365,473,887,1854,3147,5132,6902,9034
5203900,10,18,148,230,373,507,905,1877,3263,4957,7016,9718
5404002,81,88,142,228,368,492,914,1918,3215,4938,7600,8949
5406194,176,282,180,239,368,509,895,1924,3124,4870,6749,8955
5602900,46,85,144,236,375,524,892,1951,3283,5079,7178,9064
5610900,43,84,156,238,361,506,889,1916,3189,4941,7245,9096
5612900,2,2,134,250,337,484,903,1858,3151,4744,6794,9079
5700900,3,4,148,226,354,477,891,1858,3203,5029,6935,9175
5707901,13,15,150,224,371,501,889,1950,3161,4875,7011,9332
